Name;Sex;frec;edad_media
AIALA;Female;450;10.6
XOSE;Male;450;36.5
MANUEL FELIPE;Male;450;43.7
ROSA MARINA;Female;450;45.0
JOHN MICHAEL;Male;450;50.9
MARIA FLORINDA;Female;450;58.6
BENJAMINA;Female;450;69.0
ARTEM;Male;451;18.3
ANA SILVIA;Female;451;39.2
CARLOS EMILIO;Male;451;39.4
LAZARA;Female;451;63.3
HATIM;Male;452;14.9
ADONAY;Male;452;12.0
KIRIL;Male;452;33.8
MASSIMILIANO;Male;452;35.9
JULIO LUIS;Male;452;50.0
VINYET;Female;453;12.6
MARIÑA;Female;453;12.7
NIKOLA;Male;453;29.7
FERNANDO DANIEL;Male;453;31.4
EL HOUCINE;Male;453;35.0
PERE JOAN;Male;453;36.4
ESTEBAN JOSE;Male;453;38.8
HERMITAS;Female;453;67.9
NADYA;Female;454;27.4
ABID;Male;454;33.4
MARY CARMEN;Female;454;44.2
CIRA;Female;455;40.2
ALFREDO MANUEL;Male;455;41.9
EDILBERTO;Male;455;50.2
MARIA MARTINA;Female;455;55.1
RUBEN ANTONIO;Male;456;30.4
ALEXEI;Male;456;25.9
MARICELA;Female;456;35.4
NELI;Female;456;40.2
ROSEMARIE;Female;456;58.7
REMUS;Male;457;34.8
JORGE ELIECER;Male;457;41.1
EMILIO FRANCISCO;Male;457;45.2
ANA MARIA CARMEN;Female;457;57.3
PATRICIA CARMEN;Female;458;30.2
MARIA ELISABET;Female;458;34.4
PABLO MARIA;Male;458;36.5
JESUS EMILIO;Male;458;46.0
MARIA FELICITAS;Female;458;58.1
AURELIANA;Female;458;67.8
EZEQUIELA;Female;458;72.1
GABRIELLA;Female;459;28.4
SIMONE;Male;459;29.7
JESUS GABRIEL;Male;459;33.7
MARIANNA;Female;459;33.8
VASILICA;Male;459;34.9
MARINA ISABEL;Female;459;36.8
GHULAM;Male;459;38.5
MERY;Female;459;39.4
ANDRES MARIA;Male;459;43.5
HARRY;Male;459;51.5
MARIA BERNARDA;Female;459;54.5
MELINDA;Female;460;22.2
PAULO CESAR;Male;460;31.2
MARICEL;Female;460;36.3
SLIMANE;Male;460;36.6
VICTOR RAMON;Male;460;38.0
AGUAS SANTAS;Female;460;40.7
AGUSTIN JOSE;Male;460;43.4
MARIA IDOIA;Female;460;43.7
ROSA ESTHER;Female;460;45.5
BENET;Male;460;48.5
ROLF;Male;460;62.9
ODEI;Male;461;12.2
KEVIN ALEXANDER;Male;461;10.4
JASONE;Female;461;30.5
TAMIMOUNT;Female;461;42.4
DIANE;Female;461;51.2
MARIA ARRATE;Female;461;53.1
ORENCIA;Female;461;74.0
BREIXO;Male;462;10.3
MONICA ALEXANDRA;Female;462;30.9
JAIME JESUS;Male;462;36.0
YORDANKA;Female;462;38.7
MARIA VAL;Female;462;44.3
MARIA LIBERTAD;Female;462;44.4
ANIANO;Male;462;66.6
ABDELFATTAH;Male;463;31.1
CRISTIAN DANIEL;Male;463;20.4
DAYRON;Male;463;4.9
YAYA;Male;463;32.2
BABA;Male;463;33.8
CARLOS HUGO;Male;463;35.5
ROSA MARGARITA;Female;463;47.9
ILYASS;Male;464;11.2
IANIRE;Female;464;22.3
IBONE;Female;464;21.6
DAVID FRANCISCO;Male;464;30.6
SANDRA LILIANA;Female;464;34.6
JOSE GINES;Male;464;35.8
MARIA PAULINA;Female;464;48.5
MARGARITA ROSA;Female;464;50.3
MANOLITA;Female;464;64.6
DORIAN;Male;465;14.4
NORDIN;Male;465;23.8
KATYA;Female;465;32.5
ANTONIO JULIAN;Male;465;42.9
DOMINIQUE;Female;465;44.0
ROSA MERCEDES;Female;465;45.6
ANGELIKA;Female;465;46.9
MARIA NELLY;Female;465;50.8
LIANA;Female;466;31.3
LUCIA ISABEL;Female;466;29.6
OSCAR ANDRES;Male;466;26.9
NICHOLAS;Male;466;31.4
ANDRES LUIS;Male;466;41.3
PILAR CARMEN;Female;466;48.9
AMANCIA;Female;466;72.1
JUN;Male;467;29.3
AIRAN;Male;467;16.9
OSCAR MIGUEL;Male;467;33.9
FRANCISCO SANTIAGO;Male;467;47.0
LAMBERTO;Male;467;56.1
SERGIA;Female;467;67.9
ALAIA;Female;468;9.2
ALEJANDRO DANIEL;Male;468;23.6
GIORGI;Male;468;25.6
EMANUELA;Female;468;27.7
DMITRY;Male;468;29.7
MIRTA;Female;468;41.1
ANGEL TOMAS;Male;468;42.4
TOMAS ANTONIO;Male;468;46.0
EILEEN;Female;468;52.0
SOUHAILA;Female;469;15.4
RAFAEL ALEJANDRO;Male;469;30.0
CARMEN BEATRIZ;Female;469;36.4
BLANCA ISABEL;Female;469;38.1
IGNACIO ANTONIO;Male;469;38.2
CESAR JOSE;Male;469;40.1
ANTONIA PILAR;Female;469;49.5
TARSILA;Female;469;66.5
WISSAL;Female;470;6.2
CLARA INES;Female;470;40.8
ODILO;Male;470;62.4
LIBORIO;Male;470;62.6
MAROUA;Female;471;6.6
TITO;Male;471;40.0
CARMEN ALICIA;Female;471;42.3
AUDREY;Female;471;44.1
DEYANIRA;Female;472;27.1
ALESSIA;Female;472;17.3
DIEGO MARTIN;Male;472;29.8
BORISLAV;Male;472;32.9
JULIA ISABEL;Female;472;41.5
FERNANDO CARLOS;Male;472;44.3
ERWIN;Male;472;45.5
ABDESSELAM;Male;472;46.2
HERBERT;Male;472;61.8
AMETS;Male;473;5.4
JAIME ANDRES;Male;473;29.7
MARIA DIANA;Female;473;33.9
ANJA;Female;473;36.7
ISABEL PILAR;Female;473;44.4
ANGEL JUAN;Male;473;46.4
ERMELINDA;Female;473;57.2
ANDREIA;Female;474;27.0
OCTAVI;Male;474;35.9
MANUEL TOMAS;Male;474;46.0
ROBLEDO;Female;474;61.0
DAVID MIGUEL;Male;475;27.2
BRUNO MIGUEL;Male;475;26.5
MARLEN;Female;475;29.8
PABLO ANGEL;Male;475;38.1
DOMENICO;Male;475;45.9
OTHMAN;Male;476;20.1
RAFAEL DAVID;Male;476;28.9
BOUSSELHAM;Male;476;37.1
ILUMINADO;Male;476;61.5
MELODI;Female;477;17.0
SANDU;Male;477;38.0
JOANNE;Female;477;38.7
PERU;Male;478;11.2
MALICK;Male;478;33.2
CARMELO JESUS;Male;478;38.7
ANTONIO PABLO;Male;478;41.1
JESUS PABLO;Male;478;42.7
BARRY;Male;478;56.7
FRANÇOISE;Female;478;57.3
ALINA MARIA;Female;479;26.6
GABRIELA MARIA;Female;479;26.0
BEATA;Female;479;36.2
LILIANA MARIA;Female;479;36.3
ALBANO;Male;479;36.5
VALERI;Male;479;38.9
MARIA PALMA;Female;479;42.5
JOSE ELOY;Male;479;45.5
MARIA CANDELA;Female;479;46.6
ANGEL PEDRO;Male;479;46.8
MAXIMILIANA;Female;479;69.8
SAKINA;Female;480;30.2
JAVIER ALBERTO;Male;480;33.7
JULIAN MANUEL;Male;480;42.4
FELIPE ANTONIO;Male;480;42.7
FERNANDO FRANCISCO;Male;480;44.8
CARMEN MERCEDES;Female;480;46.9
FRANCISCA DOLORES;Female;480;51.1
LUCINIA;Female;480;71.6
CARMEN LAURA;Female;481;28.5
ILIANA;Female;481;31.9
ASSANE;Male;481;33.1
CHRISTOPHE;Male;481;36.0
DORU;Male;481;38.7
GILLIAN;Female;481;54.9
MARIA BELINDA;Female;482;39.4
NICULAE;Male;482;47.7
CONSTANTE;Male;482;60.4
ELPIDIO;Male;482;64.4
RABHA;Female;483;39.7
MAGNOLIA;Female;483;41.9
BIRGIT;Female;483;49.9
ANTONIA ROSA;Female;483;52.0
GERHARD;Male;483;62.8
DANIEL ANDRES;Male;484;21.2
MARTA PILAR;Female;484;30.4
JHONNY;Male;484;30.0
JON MIKEL;Male;484;30.0
KOLDOBIKA;Male;484;34.8
MIKHAIL;Male;484;35.0
MARIO LUIS;Male;484;40.9
JESUS MARIANO;Male;484;44.8
MARIA VILLAR;Female;484;58.0
ZAID;Male;485;17.2
AINA MARIA;Female;485;26.4
ISABEL ROSA;Female;485;51.4
AMERICO;Male;485;52.4
ANDRESA;Female;485;73.9
ADRIEL;Male;486;6.5
JACKELINE;Female;486;29.5
EROS;Male;486;13.6
PABLO NICOLAS;Male;486;14.6
ANTONIO AGUSTIN;Male;486;44.3
IARA;Female;487;11.0
MARCO AURELIO;Male;487;36.6
MBARKA;Female;487;42.6
JUAN MARIANO;Male;487;47.0
CARLOTA MARIA;Female;488;23.2
DANI;Male;488;8.4
CRISTIAN MANUEL;Male;488;18.4
ERIKA MARIA;Female;488;24.5
SEKOU;Male;488;30.2
FRANKLIN;Male;488;32.1
MAGALY;Female;488;37.8
RICARDO LUIS;Male;488;43.6
SERGIO ALEJANDRO;Male;489;28.1
RACHEL;Female;489;29.6
ELIEZER;Male;490;24.6
VERA LUCIA;Female;490;36.8
MARIA TEODORA;Female;490;50.2
LIRIA;Female;490;50.4
MARIA DULCE;Female;490;51.5
EMELINA;Female;490;62.6
DANIEL FERNANDO;Male;491;28.2
ABDELOUAHAB;Male;491;35.8
ROSARIO FATIMA;Female;491;46.6
OTILIO;Male;491;63.3
VICTOR ALEJANDRO;Male;492;26.3
ALEJANDRO LUIS;Male;492;33.1
CLAIRE;Female;492;34.7
REYNALDO;Male;492;39.0
JOSE ISIDRO;Male;492;49.5
JOSE AVELINO;Male;492;51.8
GERONIMA;Female;492;66.8
CRISTINA VICTORIA;Female;493;34.5
CRISTOBAL JOSE;Male;493;36.0
DANIELLE;Female;493;37.1
ANA LOURDES;Female;493;37.5
JOSE LEONARDO;Male;493;39.1
LONGINOS;Male;493;63.1
RUFO;Male;493;63.9
NAIALA;Female;494;2.6
JOAQUIN ANGEL;Male;494;46.2
ANDREA CAROLINA;Female;495;19.5
AGATHA;Female;495;12.8
VALENTINO;Male;495;10.9
CARLOS FELIPE;Male;495;35.0
FRANCISCO PABLO;Male;495;40.5
JEMAA;Female;495;42.0
JUAN ALFREDO;Male;495;42.6
TABITA;Female;496;16.7
UDANE;Female;496;8.9
GUILLERMO ANTONIO;Male;496;36.7
JOSEP MANEL;Male;496;39.6
PIETRO;Male;496;43.1
SACRAMENTOS;Female;496;59.8
MARIA JESSICA;Female;497;28.1
DOUAA;Female;497;4.5
KAMEL;Male;497;37.4
BELKACEM;Male;497;39.0
ARIANNE;Female;498;14.3
HAWA;Female;498;17.7
AMY;Female;498;16.8
PABLO IGNACIO;Male;498;32.1
TATYANA;Female;498;36.2
DJAMEL;Male;498;37.7
HAYDEE;Female;498;37.7
ALEXANDRINA;Female;498;42.9
HERACLIO;Male;498;64.5
DANIA;Female;499;21.1
CRISTINA CARMEN;Female;499;27.2
STEFANIE;Female;499;31.7
MARTHA ISABEL;Female;499;37.7
MURIEL;Female;500;31.5
HELENA MARIA;Female;500;31.7
VICTOR DAVID;Male;500;27.9
PEDRO AGUSTIN;Male;500;44.1
JUAN EUGENIO;Male;500;47.7
COLIN;Male;500;57.9
DEMELSA;Female;501;28.2
JAZMIN;Female;501;17.6
MARINA CARMEN;Female;501;33.8
MARTA BEATRIZ;Female;501;41.8
ROMUALDA;Female;501;66.8
AYOSE;Male;502;22.7
AURELIAN;Male;502;35.6
ENRICO;Male;502;41.0
MIREN ARANTZAZU;Female;502;48.1
RUDOLF;Male;502;59.3
KEILA;Female;503;17.2
YASIR;Male;503;17.3
FERNANDO DAVID;Male;503;27.4
NICOLAU;Male;503;26.7
IMMA;Female;503;36.2
LUIS GERARDO;Male;503;39.0
NORMA BEATRIZ;Female;503;44.4
ARGIMIRA;Female;503;72.1
JAVIER ANDRES;Male;504;28.4
NISRIN;Female;504;8.7
ANTONIO ALFONSO;Male;504;42.8
CARMEN JESUS;Female;504;44.8
JOHN WILLIAM;Male;504;59.4
LILI;Female;505;32.1
ANDRES JAVIER;Male;505;34.8
SIGRID;Female;505;39.7
JON IÑAKI;Male;505;42.8
JOSE AMADOR;Male;505;45.8
SILVIYA;Female;506;31.7
STEPHANE;Male;506;35.6
ANA ELISA;Female;506;36.0
ARTHUR;Male;506;40.7
LIUBOV;Female;506;45.8
GADOR;Female;506;48.8
SATURIO;Male;506;64.0
VLADISLAV;Male;507;22.1
JUAN RAUL;Male;507;34.6
ELIA MARIA;Female;507;35.2
ESPERANÇA;Female;507;51.8
MARAVILLA;Female;507;52.9
GENMA;Female;508;30.7
VINCENT;Male;508;36.3
ANGEL IGNACIO;Male;508;43.4
ORFELINA;Female;508;68.9
GISELLE;Female;509;15.6
ROBIN;Male;509;27.7
ABDELMALIK;Male;509;38.9
MIGUEL IGNACIO;Male;509;41.3
LUZ MARY;Female;509;45.4
JUAN ISIDRO;Male;509;46.5
ISABELINO;Male;509;60.8
ELIDIA;Female;509;63.4
FILIP;Male;510;26.8
RAUL ALBERTO;Male;510;37.5
TINA;Female;511;34.9
ALBERTO MIGUEL;Male;511;36.7
VICTOR ANGEL;Male;511;41.0
BERTHA;Female;511;44.5
PASION;Female;511;60.7
ITAHISA;Female;512;18.1
AZEDDINE;Male;512;28.3
KIRA;Female;512;13.5
ZULIMA;Female;512;46.6
ANCOR;Male;513;15.0
KHALIFA;Male;513;37.2
ASHLEY;Female;514;6.4
MARIUSZ;Male;514;34.7
CORNELIU;Male;514;39.2
LUIS ARTURO;Male;514;40.3
LIGIA;Female;514;43.5
DIETER;Male;514;61.8
CRISTO;Male;515;25.6
LAVINIA;Female;515;25.7
LAMIA;Female;515;20.8
ATANAS;Male;515;35.9
MIGUEL VICENTE;Male;515;46.3
NADA;Female;516;13.0
ARIDANE;Male;516;20.0
ANDRES DAVID;Male;516;21.0
VICTOR FRANCISCO;Male;516;36.5
SUSANA BEATRIZ;Female;516;45.6
ABIAN;Male;517;16.6
SEFORA;Female;517;17.8
SILVIA PATRICIA;Female;517;29.0
FADILA;Female;517;39.3
JIE;Male;518;23.2
DESEADA;Female;518;31.0
MARIA ALEGRIA;Female;518;51.8
LEONIDES;Male;518;61.7
CIRIACA;Female;518;75.4
ASER;Male;519;32.8
NEIL;Male;519;35.3
JACK;Male;519;35.6
HAROLD;Male;519;41.2
JOAQUIN MIGUEL;Male;519;42.9
JOSE ANTON;Male;519;48.3
MARIA LORENZA;Female;519;55.5
TELESFORA;Female;519;71.1
GABRIEL JESUS;Male;520;28.2
NAJOUA;Female;520;21.8
ALENA;Female;520;30.2
BOSCO;Male;521;10.6
KIMBERLY;Female;521;12.0
JULIO JESUS;Male;521;40.5
AGUSTIN MANUEL;Male;521;41.6
MARIA OLIVIA;Female;521;45.0
ANWAR;Male;522;14.4
SANTI;Male;522;25.4
OMAYMA;Female;522;6.5
MIHAITA;Male;522;32.5
JUAN VICTOR;Male;522;38.6
MONTAÑA;Female;522;40.8
HAMED;Male;522;41.5
MIREN GARBIÑE;Female;522;50.5
JOHANNES;Male;522;54.3
FABRICIANO;Male;522;64.9
NORAH;Female;523;17.5
LIERNI;Female;523;21.9
NILO;Male;523;39.7
IDELFONSO;Male;523;53.3
VICENS;Male;523;57.8
JOSEFA LUISA;Female;523;60.1
YOUSEF;Male;524;16.5
NIHAD;Female;524;9.8
EDUARDO MIGUEL;Male;524;36.8
BOHDAN;Male;524;39.0
ROSEMARY;Female;524;47.2
PABLO DAVID;Male;525;24.1
ZAINAB;Female;525;15.3
CLAUDIA ANDREA;Female;525;30.8
RAISA;Female;525;33.3
EVA ISABEL;Female;525;34.4
STEPAN;Male;525;39.0
MANUEL DOMINGO;Male;525;47.5
JUANA CARMEN;Female;525;54.7
SULAMITA;Female;526;13.1
YAN;Female;526;28.4
ABDELKHALEK;Male;526;33.8
ANA RITA;Female;526;34.8
BOUAZZA;Male;526;38.5
MIGUEL JAVIER;Male;526;39.5
MARIA CARLOTA;Female;526;44.7
MAROUAN;Male;527;10.3
CELINE;Female;527;25.0
SMAIL;Male;527;33.2
DARIUSZ;Male;527;38.1
FRANCISCO ANTON;Male;527;42.4
ELIECER;Male;527;50.6
LIBIA;Female;527;51.9
IVANNA;Female;528;26.4
KAI;Male;528;20.5
EVA GLORIA;Female;528;31.8
SERGIO MIGUEL;Male;528;29.2
JOAO CARLOS;Male;528;36.7
JUAN ALONSO;Male;528;42.5
MIREN BEGOÑA;Female;528;48.1
SOPHIA;Female;529;12.7
EL HOUSSINE;Male;529;37.8
LAKHDAR;Male;529;39.8
ANTONIA JESUS;Female;529;44.3
CORONADA;Female;529;51.6
CRISTIAN ANDRES;Male;530;21.0
FRANCESC JOSEP;Male;530;40.1
FRANCISCO ALFONSO;Male;530;42.2
RAUL JOSE;Male;531;32.4
RUMEN;Male;531;37.3
MARIA CLOTILDE;Female;531;55.3
ANNA M;Female;531;58.0
SERGIO JAVIER;Male;532;29.3
AMABLE;Female;532;70.0
RIM;Female;533;6.6
AMELIA MARIA;Female;533;40.3
FRANCISCO AGUSTIN;Male;533;43.0
NICANORA;Female;533;70.8
YING;Female;534;28.2
DESISLAVA;Female;534;26.3
ELENA CARMEN;Female;534;33.5
GARY;Male;534;40.7
ENRIQUE MIGUEL;Male;534;41.1
ROSA AMELIA;Female;534;48.5
JOSE SANTOS;Male;534;50.0
YANA;Female;535;22.9
INGA;Female;535;34.0
GIANCARLO;Male;535;34.7
JULIO JAVIER;Male;535;38.8
MICHAELA;Female;536;34.1
JAIME ALBERTO;Male;536;38.6
ABILIA;Female;536;72.6
NELIA;Female;537;37.6
JULIAN ANTONIO;Male;537;45.1
ILDA;Female;537;54.3
MARIA PASTORA;Female;537;54.5
SERGIO ANDRES;Male;538;24.2
EVA CRISTINA;Female;538;32.7
ANGEL EDUARDO;Male;538;36.0
ALVARO JAVIER;Male;539;24.6
MAJID;Male;539;32.4
HECTOR FABIO;Male;539;37.0
OLIVERIO;Male;539;42.1
ROSARIO PILAR;Female;539;47.7
MARIA PALMIRA;Female;539;59.3
ESPERANZA MARIA;Female;540;35.0
LUCY;Female;540;37.1
TAMARA MARIA;Female;541;24.5
UGAITZ;Male;541;12.9
ANTONIO EDUARDO;Male;541;41.0
VALERIY;Male;541;42.8
RAFAEL VICENTE;Male;541;46.4
LAURA CARMEN;Female;542;25.3
EDUARDO FRANCISCO;Male;542;40.7
AMAGOIA;Female;543;31.1
EDNA;Female;543;35.1
MIREN AGURTZANE;Female;543;47.1
DANIEL ENRIQUE;Male;544;30.1
TOMAS JESUS;Male;544;38.3
MARIA CELSA;Female;544;61.3
AINHARA;Female;545;8.8
LLUCIA;Female;545;32.9
BEGOÑA MARIA;Female;545;36.9
MARILUZ;Female;545;40.4
JUAN BENITO;Male;545;52.2
RIANSARES;Female;545;52.9
YOHANA;Female;546;20.6
DANIELA MARIA;Female;546;19.9
TONY;Male;546;31.2
FRANCISCO RAUL;Male;546;32.6
JOSE ALEXIS;Male;546;33.6
JESUS EDUARDO;Male;546;37.5
ALFONSO MARIA;Male;546;44.4
MARIA AMADA;Female;546;56.5
LAUDELINO;Male;546;64.0
OUALID;Male;547;13.2
LEONARD;Male;547;34.4
MARIA ELISABETH;Female;547;41.8
JUAN CARMELO;Male;547;45.0
ANTONIA ISABEL;Female;547;46.7
BELISARIO;Male;547;61.7
NISRINE;Female;548;15.3
GADEA;Female;548;8.8
LUDMILA;Female;548;35.1
MONTEMAYOR;Female;548;49.5
LIDE;Female;549;17.3
JANINA;Female;549;36.3
ANTONIO JORGE;Male;549;41.0
RHIMOU;Female;549;46.5
MONIQUE;Female;549;53.0
MIGUEL ANDRES;Male;550;35.9
MICHELE;Female;550;41.9
MARIA AUREA;Female;550;59.9
PATRICIA ISABEL;Female;551;29.6
ABDELJALIL;Male;551;30.6
MARIA ISIDORA;Female;551;52.7
OBDULIO;Male;551;61.3
HELMUT;Male;551;63.0
SUFIAN;Male;552;14.1
OSCAR EDUARDO;Male;552;29.1
TAHAR;Male;552;41.8
FINA;Female;552;50.4
RIDA;Male;553;12.1
ZOUHAIR;Male;553;24.3
SAFAA;Female;553;9.4
ALVARO ANTONIO;Male;553;29.4
FABRIZIO;Male;553;31.4
ROSA BELEN;Female;553;34.2
HABIB;Male;553;35.3
MIGUEL ALBERTO;Male;553;37.0
EMPAR;Female;553;40.6
FRANÇOIS;Male;553;47.0
ANA ANTONIA;Female;553;52.0
CHRISTIANE;Female;553;53.1
CRISPIN;Male;553;60.0
TRINITAT;Female;553;67.5
ANASTASIYA;Female;554;20.1
EWA;Female;554;38.5
MARIA CELESTINA;Female;554;51.8
FRANCISCA PAULA;Female;554;56.5
DARIUS;Male;555;23.2
MOHAMED REDA;Male;555;12.0
JUAN NICOLAS;Male;555;33.4
JORGE FERNANDO;Male;555;37.3
ANTONIO IGNACIO;Male;555;41.6
MARIA FELIPA;Female;555;55.8
JESUS JOAQUIN;Male;556;41.6
MAHJOUBA;Female;556;42.5
MARIA APARECIDA;Female;556;43.2
ISABEL DOLORES;Female;556;46.8
JASON;Male;557;22.2
OSCAR DANIEL;Male;557;28.9
JANETH;Female;557;35.4
FELIX JESUS;Male;557;43.0
JULIO FRANCISCO;Male;557;43.7
ALIPIO;Male;557;61.6
NATHALIA;Female;558;15.9
NUNO MIGUEL;Male;558;31.0
CRISTOBAL JESUS;Male;558;33.4
GANNA;Female;558;41.3
NADEZDA;Female;558;42.1
ADALBERTO;Male;558;46.2
FAUSTA;Female;558;70.8
SHEREZADE;Female;559;17.8
JEANETTE;Female;559;33.0
MARKUS;Male;559;36.4
JULI;Male;559;41.0
SIRO;Male;559;47.6
TRINIDAD;Male;559;62.4
SERENA;Female;560;24.1
OLEKSANDRA;Female;560;35.9
FELIX JAVIER;Male;560;40.9
EUGENIO JOSE;Male;560;41.9
MARIA JUSTA;Female;560;57.7
JOSE ISRAEL;Male;561;31.3
DENISA;Female;561;16.7
JOAO PAULO;Male;561;32.6
ABDENBI;Male;561;36.8
CARLOS JULIO;Male;561;38.8
JOSE RAMIRO;Male;561;48.5
GAUDENCIO;Male;561;66.2
CRISTIAN JOSE;Male;562;18.9
ADOLFO JOSE;Male;562;40.7
EDORTA;Male;563;29.6
SOFIA MARIA;Female;563;22.9
CARLOS GABRIEL;Male;563;28.9
JUAN BERNARDO;Male;563;44.0
JAVIERA;Female;563;65.5
PETRONELA;Female;564;30.2
RUI MANUEL;Male;564;37.8
ONESIMO;Male;564;60.3
DEVORA;Female;565;24.2
LUIS ARMANDO;Male;565;37.8
KADDOUR;Male;565;43.1
GHEORGHITA;Female;565;43.8
MARWAN;Male;566;8.8
ANA EVA;Female;566;36.3
TAYEB;Male;566;40.3
VITOR MANUEL;Male;567;39.5
SIXTA;Female;567;67.9
BADIA;Female;568;34.7
JORGE RAMON;Male;568;38.9
NAILA;Female;569;13.3
GABRIEL JOSE;Male;569;34.0
MARLENY;Female;569;41.7
MARILYN;Female;569;42.0
SINFORIANO;Male;569;64.0
CRISTIAN JESUS;Male;570;17.6
ANDRES ANTONIO;Male;570;43.2
MARUJA;Female;570;60.3
RUBEN JOSE;Male;571;28.6
JING;Female;571;26.9
BEATRICE;Female;571;35.7
ERNESTO JOSE;Male;571;37.8
JAVIER LUIS;Male;571;40.0
EUGENIA MARIA;Female;571;40.5
GORETTI;Female;572;26.5
DANIEL EDUARDO;Male;572;29.7
GIORGIO;Male;572;42.9
FLOREA;Male;572;46.6
ZENON;Male;572;52.3
BRANDON;Male;573;10.1
RUBEN JESUS;Male;573;25.6
MARCIN;Male;573;28.8
JESUS ALFONSO;Male;573;42.1
LURDES;Female;573;43.2
JESUS JUAN;Male;573;44.5
EUFEMIO;Male;573;63.1
LOIS;Male;574;10.5
ASIA;Female;574;20.6
CHERKAOUI;Male;574;33.8
MARIA ALTAGRACIA;Female;574;42.2
SALAH EDDINE;Male;575;19.2
VICTOR ANDRES;Male;575;27.3
JOSE SEBASTIAN;Male;575;41.5
JOAO MANUEL;Male;575;41.9
IRAITZ;Male;576;13.4
JAVIER ENRIQUE;Male;576;34.0
MARICICA;Female;576;39.7
ANTONIO SALVADOR;Male;576;44.3
REBECA MARIA;Female;577;24.1
ARAN;Male;577;7.7
HANNAH;Female;577;12.8
AMALIA MARIA;Female;577;36.9
FELIP;Male;577;45.6
ELDA;Female;577;49.1
KAROLINA;Female;578;19.7
IRAIDA;Female;578;24.9
TOBIAS;Male;578;33.4
LUCRETIA;Female;578;44.7
SINFOROSA;Female;578;69.0
INDARA;Female;579;6.1
XIAN;Male;579;8.1
SERGIO DANIEL;Male;580;29.7
ROBERTO JESUS;Male;580;33.9
EUDOSIA;Female;580;71.8
MARCOS JAVIER;Male;581;29.4
NELA;Female;581;33.9
GABRIEL ANTONIO;Male;581;34.1
MARILENA;Female;581;36.8
LUIS RICARDO;Male;581;39.0
JESUS PEDRO;Male;581;47.0
ANALIA;Female;582;26.2
ALINE;Female;582;27.9
MIRARI;Female;582;28.0
JOYCE;Female;582;54.3
ALCIRA;Female;582;56.9
KATHLEEN;Female;582;60.9
MOHAMED SAID;Male;583;25.4
ALEJANDRO DAVID;Male;583;17.8
BERNARDO JOSE;Male;583;39.4
MARIA IDOYA;Female;583;43.6
GRANADA;Female;583;54.3
SHAKIRA;Female;584;7.7
HEIDI;Female;584;39.0
ROSALINDA;Female;584;42.2
MAREN;Female;585;10.4
YASSER;Male;586;10.9
CARMEN VICTORIA;Female;586;40.3
LUIS HUMBERTO;Male;586;42.2
MARIA AGUEDA;Female;586;50.5
AIORA;Female;587;12.7
GIANLUCA;Male;587;26.8
CARLOS MARIO;Male;587;34.9
CARLOS HUMBERTO;Male;587;40.9
MAURIZIO;Male;587;42.2
BIBIANO;Male;587;58.9
MARIA CLEOFE;Female;587;61.8
ATENEA;Female;588;11.6
LAIDA;Female;588;16.7
JAIME LUIS;Male;588;42.6
JOAQUIN FRANCISCO;Male;588;43.5
JUANA FRANCISCA;Female;588;55.6
ISIS;Female;589;18.1
SILVIU;Male;589;32.8
MARIA LILIANA;Female;589;37.6
FRANCISCO XAVIER;Male;589;40.5
PARASCHIVA;Female;589;46.5
MARIA AIDA;Female;589;52.6
PABLO ALEJANDRO;Male;590;25.5
MARYNA;Female;590;32.5
ELIXABETE;Female;590;34.2
EL MOKHTAR;Male;590;40.2
ROSA NIEVES;Female;590;47.7
MAJDA;Female;591;22.2
CECILIA MARIA;Female;591;34.4
SANTIAGO JAVIER;Male;591;34.7
WILMA;Female;591;40.7
JUAN JORGE;Male;591;43.5
DANIEL FRANCISCO;Male;592;29.3
LAMIN;Male;592;29.5
MARIA RUTH;Female;592;39.1
FRANCISCO EDUARDO;Male;592;40.1
ZOUBIDA;Female;592;40.3
ANA BELLA;Female;593;38.5
MOULOUD;Male;593;39.5
DOMINGO MANUEL;Male;593;42.5
ANATOLIY;Male;593;43.1
PORFIRIA;Female;593;68.1
LEONEL;Male;594;27.3
GONZALO JOSE;Male;594;32.5
ILONA;Female;594;34.9
MARIA LURDES;Female;594;48.0
DOSITEO;Male;594;66.4
PEPE;Male;596;8.5
BRIGIDO;Male;596;58.2
ALADINO;Male;596;60.8
JOSEP MIQUEL;Male;597;39.1
NORMAN;Male;597;46.0
TRINITARIO;Male;597;56.8
NOAH;Female;598;4.4
PEDRO JULIAN;Male;598;44.6
DANIEL ANGEL;Male;599;36.0
PEDRO TOMAS;Male;599;43.7
MANUEL EMILIO;Male;599;44.6
VICTOR ALFONSO;Male;600;24.5
RADIA;Female;600;36.3
RAFAEL ENRIQUE;Male;600;42.2
JOSE GONZALO;Male;600;46.7
KATERINA;Female;601;23.7
ANISSA;Female;601;30.7
JUAN ROBERTO;Male;601;43.6
JULIAN JOSE;Male;601;43.8
ENRIQUE FRANCISCO;Male;601;43.9
DIEGO ALBERTO;Male;602;27.4
HELENE;Female;602;37.6
INGE;Female;602;42.7
JOSE VALENTIN;Male;602;45.6
JOSEFA ISABEL;Female;602;52.1
LUIS GONZAGA;Male;603;41.0
MANUEL AGUSTIN;Male;603;44.8
ASSUMPTA;Female;603;50.4
YAZMINA;Female;604;23.4
TELMA;Female;604;13.8
